ISCN 1-1 (2015-12-10),dataset_name_sub,dataset_name_soc,lat (dec. deg),long (dec. deg),datum (datum),state (state_province),country (country),site_name,observation_date (YYYY-MM-DD),profile_name,layer_name,layer_top (cm),layer_bot (cm),hzn_desgn_other,hzn,hzn_desgn,layer_note,color,vegclass_local,soil_taxon,soil_series,bd_method,bd_samp (g cm-3),bd_tot (g cm-3),bd_whole (g cm-3),bd_other (g cm-3),bdNRCS_prep_code,cNRCS_prep_code,c_method,c_tot (percent),oc (percent),loi (percent),n_tot (percent),c_to_n (mass ratio),soc (g cm-2),soc_carbon_flag,soc_method,ph_method,ph_cacl,ph_h2o,ph_other,caco3 (percent),sand_tot_psa (percent),silt_tot_psa (percent),clay_tot_psa (percent),wpg2_method,wpg2 (percent),cat_exch (cmol H+ kg-1),al_dith (specified by al_fe_units),al_ox (specified by al_fe_units),al_other (specified by al_fe_units),fe_dith (specified by al_fe_units),fe_ox (specified by al_fe_units),fe_other (specified by al_fe_units),mn_dith (specified by al_fe_units),mn_ox (specified by al_fe_units),mn_other (specified by al_fe_units),al_fe_units (extract_units),al_fe_method,ca_al (specified by bc_units),ca_ext (specified by bc_units),k_ext (specified by bc_units),mg_ext (specified by bc_units),na_ext (specified by bc_units),bc_units (extract_units),bc_method,base_sum (specified by cec_h_units),cec_sum (specified by cec_h_units),ecec (specified by cec_h_units),cec_h_units (extract_units),bs (percent),bs_sum (percent),h_ext (specified by metal_ext_units),zn_ext (specified by metal_ext_units),metal_ext_units (extract_units),metal_ext_method,p_bray (specified by p_units),p_ox (specified by p_units),p_meh (specified by p_units),p_other (specified by p_units),p_units (extract_units),p_method,root_quant_size,root_weight (g),15n (‰),13c (‰),14c (‰),14c_sigma (‰),14c_age (BP),14c_age_sigma (BP),fraction_modern,fraction_modern_sigma,textureClass,locator_parent_alias
NA,NRCS Sept/2014,ISCN No SOC stock computation,35.253610000000002,-88.224170000000001,WGS84,Tennessee,United States,S1959TN071001,21842,40A5015,40A37908,190,257,NA,B,Bb4,NA,NA,NA,NA,PICKWICK,NA,NA,NA,1.45,NA,S,S,NA,NA,7.0000000000000007E-2,NA,NA,NA,NA,no_soc [no bd],no fill,NA,NA,4.8,NA,NA,10,46,44,NA,0,NA,NA,NA,NA,2.8,NA,NA,NA,NA,NA,percent_mass,NA,NA,0.9,0.2,2.4,0.1,meq 100g-1,NA,3.6,13.8,NA,meq 100g-1,33,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59TN071001
NA,NRCS Sept/2014,ISCN No SOC stock computation,35.253610000000002,-88.224170000000001,WGS84,Tennessee,United States,S1959TN071001,21842,40A5015,40A37909,257,315,NA,B,Bb5,NA,NA,NA,NA,PICKWICK,NA,NA,NA,1.45,NA,S,S,NA,NA,0.08,NA,NA,NA,NA,no_soc [no bd],no fill,NA,NA,4.7,NA,NA,12,46,43,NA,0,NA,NA,NA,NA,3.1,NA,NA,NA,NA,NA,percent_mass,NA,NA,1.9,0.2,2.2999999999999998,0.1,meq 100g-1,NA,4.5,14.5,NA,meq 100g-1,42,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59TN071001
NA,NRCS Sept/2014,ISCN No SOC stock computation,31.849630000000001,-81.477890000000002,WGS84,Georgia,United States,S1955GA179001,20390,40A5120,40A38575,0,13,NA,A,A,NA,NA,NA,NA,BLADEN,NA,NA,NA,1.45,NA,S,S,NA,NA,1.01,NA,NA,NA,NA,no_soc [no bd],no fill,NA,NA,4.5999999999999996,NA,NA,67,27,6,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.1,0.4,0.1,meq 100g-1,NA,1.6,7.5,NA,meq 100g-1,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55GA179001
NA,NRCS Sept/2014,ISCN No SOC stock computation,31.849630000000001,-81.477890000000002,WGS84,Georgia,United States,S1955GA179001,20390,40A5120,40A38576,13,23,NA,E,E,NA,NA,NA,NA,BLADEN,NA,NA,NA,1.45,NA,S,S,NA,NA,0.69,NA,NA,NA,NA,no_soc [no bd],no fill,NA,NA,4.5999999999999996,NA,NA,68,25,7,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,0,0.5,0,meq 100g-1,NA,1.3,6.9,NA,meq 100g-1,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55GA179001
NA,NRCS Sept/2014,ISCN No SOC stock computation,31.849630000000001,-81.477890000000002,WGS84,Georgia,United States,S1955GA179001,20390,40A5120,40A38577,23,28,NA,B,Btg1,NA,NA,NA,NA,BLADEN,NA,NA,NA,1.45,NA,S,S,NA,NA,0.37,NA,NA,NA,NA,no_soc [no bd],no fill,NA,NA,4.5999999999999996,NA,NA,62,26,12,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,0.1,0.5,0,meq 100g-1,NA,1.5,7,NA,meq 100g-1,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55GA179001
NA,NRCS Sept/2014,ISCN No SOC stock computation,31.849630000000001,-81.477890000000002,WGS84,Georgia,United States,S1955GA179001,20390,40A5120,40A38578,28,38,NA,B,Btg21,NA,NA,NA,NA,BLADEN,NA,NA,NA,1.45,NA,S,S,NA,NA,0.3,NA,NA,NA,NA,no_soc [no bd],no fill,NA,NA,4.5,NA,NA,55,26,19,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,0.1,0.7,0.1,meq 100g-1,NA,2.1,10.4,NA,meq 100g-1,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55GA179001
NA,NRCS Sept/2014,ISCN No SOC stock computation,31.849630000000001,-81.477890000000002,WGS84,Georgia,United States,S1955GA179001,20390,40A5120,40A38579,38,97,NA,B,Btg22,NA,NA,NA,NA,BLADEN,NA,NA,NA,1.45,NA,S,S,NA,NA,0.17,NA,NA,NA,NA,no_soc [no bd],no fill,NA,NA,4.4000000000000004,NA,NA,40,23,37,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,0.1,1,0.2,meq 100g-1,NA,3.9,18.3,NA,meq 100g-1,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55GA179001
NA,NRCS Sept/2014,ISCN No SOC stock computation,31.849630000000001,-81.477890000000002,WGS84,Georgia,United States,S1955GA179001,20390,40A5120,40A38580,97,152,NA,B,Btg23,NA,NA,NA,NA,BLADEN,NA,NA,NA,1.45,NA,S,S,NA,NA,0.1,NA,NA,NA,NA,no_soc [no bd],no fill,NA,NA,4.2,NA,NA,42,18,40,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0.2,1.2,0.3,meq 100g-1,NA,8.6999999999999993,21.3,NA,meq 100g-1,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55GA179001
NA,NRCS Sept/2014,ISCN No SOC stock computation,21.134170000000001,-157.05027999999999,WGS84,Hawaii,United States,S1962HI009051,22920,40A5558,40A41738,0,5,NA,A,Ap1,NA,NA,NA,"Fine, kaolinitic, isohyperthermic Typic Eutrotorrox",Holomua,NA,NA,NA,NA,NA,NA,S,NA,NA,1.64,NA,NA,NA,NA,no_soc [no bd],no fill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,percent_mass,NA,NA,5.0999999999999996,1.8,2.2999999999999998,0.2,meq 100g-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62HI009051
NA,NRCS Sept/2014,ISCN No SOC stock computation,21.134170000000001,-157.05027999999999,WGS84,Hawaii,United States,S1962HI009051,22920,40A5558,40A41739,5,23,NA,A,Ap2,NA,NA,NA,"Fine, kaolinitic, isohyperthermic Typic Eutrotorrox",Holomua,NA,NA,NA,1.45,NA,S,S,NA,NA,0.66,NA,NA,NA,0.17226,soc [oc*bd_whole],no fill,NA,NA,NA,NA,NA,30,36,34,NA,0,NA,NA,NA,NA,11.2,NA,NA,NA,NA,NA,percent_mass,NA,NA,0.8,0.8,0.5,0.1,meq 100g-1,NA,2.2000000000000002,2.2000000000000002,4.0999999999999996,meq 100g-1,25,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62HI009051
NA,NRCS Sept/2014,ISCN No SOC stock computation,21.134170000000001,-157.05027999999999,WGS84,Hawaii,United States,S1962HI009051,22920,40A5558,40A41740,23,50,NA,B,B1,NA,NA,NA,"Fine, kaolinitic, isohyperthermic Typic Eutrotorrox",Holomua,NA,NA,NA,NA,NA,NA,S,NA,NA,0.49,NA,NA,NA,NA,no_soc [no bd],no fill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5,NA,NA,NA,NA,NA,percent_mass,NA,NA,3,0.5,1.7,0.2,meq 100g-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62HI009051
NA,NRCS Sept/2014,ISCN No SOC stock computation,21.134170000000001,-157.05027999999999,WGS84,Hawaii,United States,S1962HI009051,22920,40A5558,40A41741,50,65,NA,B,B2,NA,NA,NA,"Fine, kaolinitic, isohyperthermic Typic Eutrotorrox",Holomua,NA,NA,NA,1.45,NA,S,S,NA,NA,0.41,NA,NA,NA,8.9175000000000004E-2,soc [oc*bd_whole],no fill,NA,NA,NA,NA,NA,24,43,33,NA,0,NA,NA,NA,NA,11.5,NA,NA,NA,NA,NA,percent_mass,NA,NA,3,0.2,2.7,0.3,meq 100g-1,NA,6.2,6.2,NA,meq 100g-1,81,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62HI009051
NA,NRCS Sept/2014,ISCN No SOC stock computation,21.134170000000001,-157.05027999999999,WGS84,Hawaii,United States,S1962HI009051,22920,40A5558,40A41742,65,95,NA,B,B3,NA,NA,NA,"Fine, kaolinitic, isohyperthermic Typic Eutrotorrox",Holomua,NA,NA,NA,NA,NA,NA,S,NA,NA,0.28000000000000003,NA,NA,NA,NA,no_soc [no bd],no fill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9,NA,NA,NA,NA,NA,percent_mass,NA,NA,3.4,0.4,3.1,0.5,meq 100g-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62HI009051
NA,NRCS Sept/2014,ISCN No SOC stock computation,21.134170000000001,-157.05027999999999,WGS84,Hawaii,United States,S1962HI009051,22920,40A5558,40A41743,95,110,NA,B,2B1,NA,NA,NA,"Fine, kaolinitic, isohyperthermic Typic Eutrotorrox",Holomua,NA,NA,NA,1.45,NA,S,S,NA,NA,0.18,NA,NA,NA,3.9149999999999997E-2,soc [oc*bd_whole],no fill,NA,NA,NA,NA,NA,55,8,37,NA,0,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,percent_mass,NA,NA,3.3,1.3,3,1.5,meq 100g-1,NA,9.1,9.1,NA,meq 100g-1,97,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62HI009051
NA,NRCS Sept/2014,ISCN No SOC stock computation,21.134170000000001,-157.05027999999999,WGS84,Hawaii,United States,S1962HI009051,22920,40A5558,40A41744,110,135,NA,B,2B2,NA,NA,NA,"Fine, kaolinitic, isohyperthermic Typic Eutrotorrox",Holomua,NA,NA,NA,NA,NA,NA,S,NA,NA,0.1,NA,NA,NA,NA,no_soc [no bd],no fill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8,NA,NA,NA,NA,NA,percent_mass,NA,NA,3,1.5,2.6,2.1,meq 100g-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62HI009051
NA,NRCS Sept/2014,ISCN No SOC stock computation,21.134170000000001,-157.05027999999999,WGS84,Hawaii,United States,S1962HI009051,22920,40A5558,40A41745,135,165,NA,B,2B3,NA,NA,NA,"Fine, kaolinitic, isohyperthermic Typic Eutrotorrox",Holomua,NA,NA,NA,NA,NA,NA,S,NA,NA,0.16,NA,NA,NA,NA,no_soc [no bd],no fill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3,NA,NA,NA,NA,NA,percent_mass,NA,NA,2.4,1.1000000000000001,2.4,2.1,meq 100g-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62HI009051
NA,NRCS Sept/2014,ISCN No SOC stock computation,19.975000000000001,-155.36250000000001,WGS84,Hawaii,United States,S1965HI001008,23839,40A5570,40A41818,0,13,NA,A,Ap1,NA,NA,NA,NA,Maile,NA,NA,NA,NA,NA,NA,S,NA,NA,15.5,NA,NA,NA,NA,no_soc [no bd],no fill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,percent_mass,NA,NA,2.6,1,1.4,0.3,meq 100g-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65HI001008
NA,NRCS Sept/2014,ISCN No SOC stock computation,19.975000000000001,-155.36250000000001,WGS84,Hawaii,United States,S1965HI001008,23839,40A5570,40A41819,13,30,NA,A,Ap2,NA,NA,NA,NA,Maile,NA,NA,NA,NA,NA,NA,S,NA,NA,10.59,NA,NA,NA,NA,no_soc [no bd],no fill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4,NA,NA,NA,NA,NA,percent_mass,NA,NA,0,0.4,0.1,0.1,meq 100g-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65HI001008
NA,NRCS Sept/2014,ISCN No SOC stock computation,19.975000000000001,-155.36250000000001,WGS84,Hawaii,United States,S1965HI001008,23839,40A5570,40A41820,30,53,NA,B,2B1,NA,NA,NA,NA,Maile,NA,NA,NA,NA,NA,NA,S,NA,NA,10.039999999999999,NA,NA,NA,NA,no_soc [no bd],no fill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.9,NA,NA,NA,NA,NA,percent_mass,NA,NA,0,0.2,0.2,0.2,meq 100g-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65HI001008
NA,NRCS Sept/2014,ISCN No SOC stock computation,19.975000000000001,-155.36250000000001,WGS84,Hawaii,United States,S1965HI001008,23839,40A5570,40A41821,53,68,NA,B,3B2,NA,NA,NA,NA,Maile,NA,NA,NA,NA,NA,NA,S,NA,NA,8.26,NA,NA,NA,NA,no_soc [no bd],no fill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.8,NA,NA,NA,NA,NA,percent_mass,NA,NA,0,0.2,0,0.3,meq 100g-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65HI001008
NA,NRCS Sept/2014,ISCN No SOC stock computation,19.975000000000001,-155.36250000000001,WGS84,Hawaii,United States,S1965HI001008,23839,40A5570,40A41822,68,123,NA,B,4B3,NA,NA,NA,NA,Maile,NA,NA,NA,NA,NA,NA,S,NA,NA,7.91,NA,NA,NA,NA,no_soc [no bd],no fill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2,NA,NA,NA,NA,NA,percent_mass,NA,NA,0,0.1,0,0.1,meq 100g-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65HI001008
NA,NRCS Sept/2014,ISCN No SOC stock computation,19.975000000000001,-155.36250000000001,WGS84,Hawaii,United States,S1965HI001008,23839,40A5570,40A41823,123,150,NA,C,5C,NA,NA,NA,NA,Maile,NA,NA,NA,NA,NA,NA,S,NA,NA,6.77,NA,NA,NA,NA,no_soc [no bd],no fill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5,NA,NA,NA,NA,NA,percent_mass,NA,NA,0,0.1,0,0.1,meq 100g-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65HI001008
NA,NRCS Sept/2014,ISCN No SOC stock computation,19.516929999999999,-155.91866999999999,WGS84,Hawaii,United States,S1958HI001006,21208,40A5572,40A41828,0,23,NA,A,Ap,NA,NA,NA,NA,Honuaulu,NA,NA,NA,NA,NA,NA,S,NA,NA,11.8,NA,NA,NA,NA,no_soc [no bd],no fill,NA,NA,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1,NA,NA,NA,NA,NA,percent_mass,NA,NA,13.2,0.3,6.1,0.4,meq 100g-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58HI001006
NA,NRCS Sept/2014,ISCN No SOC stock computation,19.516929999999999,-155.91866999999999,WGS84,Hawaii,United States,S1958HI001006,21208,40A5572,40A41829,23,40,NA,B,B1,NA,NA,NA,NA,Honuaulu,NA,NA,NA,NA,NA,NA,S,NA,NA,6.92,NA,NA,NA,NA,no_soc [no bd],no fill,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.6,NA,NA,NA,NA,NA,percent_mass,NA,NA,7.4,0.1,2.9,0.3,meq 100g-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58HI001006
NA,NRCS Sept/2014,ISCN No SOC stock computation,19.516929999999999,-155.91866999999999,WGS84,Hawaii,United States,S1958HI001006,21208,40A5572,40A41830,40,65,NA,B,B2,NA,NA,NA,NA,Honuaulu,NA,NA,NA,NA,NA,NA,S,NA,NA,5.84,NA,NA,NA,NA,no_soc [no bd],no fill,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.3,NA,NA,NA,NA,NA,percent_mass,NA,NA,4.5999999999999996,0.1,2.6,0.3,meq 100g-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58HI001006
NA,NRCS Sept/2014,ISCN No SOC stock computation,19.516929999999999,-155.91866999999999,WGS84,Hawaii,United States,S1958HI001006,21208,40A5572,40A41831,65,73,NA,B,Bb1,NA,NA,NA,NA,Honuaulu,NA,NA,NA,NA,NA,NA,S,NA,NA,4.8,NA,NA,NA,NA,no_soc [no bd],no fill,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5,NA,NA,NA,NA,NA,percent_mass,NA,NA,6.5,0.1,1.7,0.2,meq 100g-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58HI001006
NA,NRCS Sept/2014,ISCN No SOC stock computation,19.516929999999999,-155.91866999999999,WGS84,Hawaii,United States,S1958HI001006,21208,40A5572,40A41832,73,93,NA,B,Bb2,NA,NA,NA,NA,Honuaulu,NA,NA,NA,NA,NA,NA,S,NA,NA,4.72,NA,NA,NA,NA,no_soc [no bd],no fill,NA,NA,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.8,NA,NA,NA,NA,NA,percent_mass,NA,NA,6.2,0.1,1.6,0.3,meq 100g-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58HI001006
NA,NRCS Sept/2014,ISCN No SOC stock computation,36.567860000000003,-88.229759999999999,WGS84,Kentucky,United States,55KY-035-006,20334,55KY-035-006,KY0652,0,3,NA,A,A,NA,NA,NA,"Coarse-silty, mixed, active, thermic Typic Fragiaqualfs",Henry,NA,NA,NA,NA,NA,NA,S,NA,NA,6.7,NA,NA,NA,NA,no_soc [no bd],no fill,NA,NA,4.9000000000000004,NA,NA,2,87,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,0.4,0.7,0.2,meq 100g-1,NA,3.1,NA,NA,meq 100g-1,21,NA,NA,NA,NA,NA,8.0000000000000004E-4,NA,NA,NA,percent_mass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NRCS Sept/2014,ISCN No SOC stock computation,36.567860000000003,-88.229759999999999,WGS84,Kentucky,United States,55KY-035-006,20334,55KY-035-006,KY0653,3,18,NA,A,Ag1,NA,NA,NA,"Coarse-silty, mixed, active, thermic Typic Fragiaqualfs",Henry,NA,NA,NA,NA,NA,NA,S,NA,NA,1.3,NA,NA,NA,NA,no_soc [no bd],no fill,NA,NA,4.7,NA,NA,2,85,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,0.1,0.2,0.2,meq 100g-1,NA,1.1000000000000001,NA,NA,meq 100g-1,13,NA,NA,NA,NA,NA,5.9999999999999995E-4,NA,NA,NA,percent_mass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NRCS Sept/2014,ISCN No SOC stock computation,36.567860000000003,-88.229759999999999,WGS84,Kentucky,United States,55KY-035-006,20334,55KY-035-006,KY0654,18,33,NA,A,Ag2,NA,NA,NA,"Coarse-silty, mixed, active, thermic Typic Fragiaqualfs",Henry,NA,NA,NA,NA,NA,NA,S,NA,NA,0.2,NA,NA,NA,NA,no_soc [no bd],no fill,NA,NA,5.0999999999999996,NA,NA,2,81,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.1,0.1,0.3,meq 100g-1,NA,0.8,NA,NA,meq 100g-1,13,NA,NA,NA,NA,NA,4.0000000000000002E-4,NA,NA,NA,percent_mass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NRCS Sept/2014,ISCN No SOC stock computation,36.567860000000003,-88.229759999999999,WGS84,Kentucky,United States,55KY-035-006,20334,55KY-035-006,KY0655,33,66,NA,B,Btx1,NA,NA,NA,"Coarse-silty, mixed, active, thermic Typic Fragiaqualfs",Henry,NA,NA,NA,NA,NA,NA,S,NA,NA,0.5,NA,NA,NA,NA,no_soc [no bd],no fill,NA,NA,5,NA,NA,2,71,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,0.2,1.5,0.8,meq 100g-1,NA,3.1,NA,NA,meq 100g-1,20,NA,NA,NA,NA,NA,4.0000000000000002E-4,NA,NA,NA,percent_mass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NRCS Sept/2014,ISCN No SOC stock computation,36.567860000000003,-88.229759999999999,WGS84,Kentucky,United States,55KY-035-006,20334,55KY-035-006,KY0656,66,94,NA,B,Btx2,NA,NA,NA,"Coarse-silty, mixed, active, thermic Typic Fragiaqualfs",Henry,NA,NA,NA,NA,NA,NA,S,NA,NA,0.3,NA,NA,NA,NA,no_soc [no bd],no fill,NA,NA,5.2,NA,NA,2,68,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.2,2.8,1.3,meq 100g-1,NA,5.2,NA,NA,meq 100g-1,32,NA,NA,NA,NA,NA,5.9999999999999995E-4,NA,NA,NA,percent_mass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NRCS Sept/2014,ISCN No SOC stock computation,36.567860000000003,-88.229759999999999,WGS84,Kentucky,United States,55KY-035-006,20334,55KY-035-006,KY0657,94,122,NA,B,Btx3,NA,NA,NA,"Coarse-silty, mixed, active, thermic Typic Fragiaqualfs",Henry,NA,NA,NA,NA,NA,NA,S,NA,NA,0.2,NA,NA,NA,NA,no_soc [no bd],no fill,NA,NA,5.2,NA,NA,3,72,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1000000000000001,0.2,2.6,1.3,meq 100g-1,NA,5,NA,NA,meq 100g-1,37,NA,NA,NA,NA,NA,5.0000000000000001E-4,NA,NA,NA,percent_mass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NRCS Sept/2014,ISCN No SOC stock computation,36.567860000000003,-88.229759999999999,WGS84,Kentucky,United States,55KY-035-006,20334,55KY-035-006,KY0658,122,152,NA,C,C1,NA,NA,NA,"Coarse-silty, mixed, active, thermic Typic Fragiaqualfs",Henry,NA,NA,NA,NA,NA,NA,S,NA,NA,0.1,NA,NA,NA,NA,no_soc [no bd],no fill,NA,NA,5.3,NA,NA,4,69,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,0.1,2.6,1.3,meq 100g-1,NA,5.6,NA,NA,meq 100g-1,47,NA,NA,NA,NA,NA,5.0000000000000001E-4,NA,NA,NA,percent_mass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NRCS Sept/2014,ISCN No SOC stock computation,36.567860000000003,-88.229759999999999,WGS84,Kentucky,United States,55KY-035-006,20334,55KY-035-006,KY0659,152,183,NA,C,C2,NA,NA,NA,"Coarse-silty, mixed, active, thermic Typic Fragiaqualfs",Henry,NA,NA,NA,NA,NA,NA,S,NA,NA,0.1,NA,NA,NA,NA,no_soc [no bd],no fill,NA,NA,5.4,NA,NA,4,70,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2000000000000002,0.2,2.6,1.4,meq 100g-1,NA,6.3,NA,NA,meq 100g-1,56,NA,NA,NA,NA,NA,5.9999999999999995E-4,NA,NA,NA,percent_mass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
